recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,raw_recording_id
458ae77db_2077,14,1,58.24,2531.25,58.8267,5531.25,458ae77db
458e5dff4_2078,0,1,8.6347,5906.25,9.9253,7500.0,458e5dff4
459389f95_2079,5,1,19.9307,5062.5,23.04,11250.0,459389f95
459389f95_2080,12,1,3.568,562.5,6.704,3281.25,459389f95
45a4a9f44_2081,14,1,33.584,2531.25,34.1707,5531.25,45a4a9f44
45a4a9f44_2082,18,1,9.8347,3187.5,10.528,5062.5,45a4a9f44
45bad43b0_2083,6,1,38.7787,562.5,40.9227,4406.25,45bad43b0
45c5b2bbd_2084,13,1,38.256,93.75,42.128,1406.25,45c5b2bbd
45c5b2bbd_2085,2,1,14.6507,468.75,16.4267,3000.0,45c5b2bbd
45eb59137_2086,22,1,8.144,10687.5,9.7493,13687.5,45eb59137
45eb59137_2087,23,4,21.6236,6459.9609,29.5474,11627.9297,45eb59137
45eb59137_2088,5,1,11.776,5062.5,14.8853,11250.0,45eb59137
45eb59137_2089,18,1,8.8533,3187.5,9.5467,5062.5,45eb59137
45f43a9ed_2090,12,1,24.4107,562.5,27.5467,3281.25,45f43a9ed
45f43a9ed_2091,17,1,18.4373,1312.5,24.8907,3937.5,45f43a9ed
4617203e9_2092,9,1,3.5413,1125.0,6.3467,5250.0,4617203e9
463708ba0_2093,20,1,1.1307,2343.75,4.5707,5718.75,463708ba0
464ee5488_2094,19,1,38.1333,281.25,39.6853,2812.5,464ee5488
464ee5488_2095,7,1,49.4933,4687.5,52.6347,11437.5,464ee5488
464ee5488_2096,14,1,13.9253,2531.25,14.512,5531.25,464ee5488
467b923c1_2097,17,4,25.36,1312.5,27.8933,7406.25,467b923c1
467b923c1_2098,4,1,23.2693,2343.75,25.1253,4218.75,467b923c1
469dadfb2_2099,18,1,45.5627,3187.5,46.256,5062.5,469dadfb2
469dadfb2_2100,8,1,22.512,3750.0,26.6347,5531.25,469dadfb2
46a31da79_2101,0,1,14.6613,5906.25,15.952,7500.0,46a31da79
46a31da79_2102,7,1,25.8933,4687.5,29.0347,11437.5,46a31da79
46d4f692a_2103,18,1,3.984,3187.5,4.6773,5062.5,46d4f692a
46d4f692a_2104,11,1,12.771,1808.7891,13.9088,5684.7656,46d4f692a
46e01323b_2105,3,1,54.6933,1031.25,55.4347,2812.5,46e01323b
46e01323b_2106,19,1,0.0213,281.25,1.5733,2812.5,46e01323b
46e01323b_2107,5,1,50.928,4781.25,53.28,10406.25,46e01323b
46e01323b_2108,17,1,52.2187,1312.5,58.672,3937.5,46e01323b
46e316674_2109,18,1,40.272,3187.5,40.9653,5062.5,46e316674
46ffa7ac9_2110,8,1,8.896,3750.0,13.0187,5531.25,46ffa7ac9
46ffa7ac9_2111,4,1,57.344,2343.75,59.2,4218.75,46ffa7ac9
4703c3528_2112,10,1,11.3662,947.4609,13.8101,10852.7344,4703c3528
4704c3054_2113,11,1,15.2381,1808.7891,16.3759,5684.7656,4704c3054
4705b21fd_2114,22,1,43.2533,10687.5,44.8587,13687.5,4705b21fd
471169d06_2115,3,1,47.9467,1031.25,48.688,2812.5,471169d06
471bb3a84_2116,4,1,27.456,2343.75,29.312,4218.75,471bb3a84
471bb3a84_2117,6,1,25.8933,562.5,28.0373,4406.25,471bb3a84
4743d159e_2118,21,1,25.1413,3281.25,26.2347,4125.0,4743d159e
4743d159e_2119,5,1,35.3707,4781.25,37.7227,10406.25,4743d159e
4743d159e_2120,15,1,43.2,93.75,46.544,1125.0,4743d159e
4743d159e_2121,23,4,10.8205,6459.9609,18.7443,11627.9297,4743d159e
475ab9faa_2122,12,1,49.088,562.5,52.224,3281.25,475ab9faa
475ab9faa_2123,21,1,6.1653,3281.25,7.2587,4125.0,475ab9faa
475ab9faa_2124,15,1,18.6773,93.75,22.0213,1125.0,475ab9faa
47619a03a_2125,16,4,15.184,3093.75,17.0187,4593.75,47619a03a
47619a03a_2126,16,4,21.7493,3093.75,23.584,4593.75,47619a03a
47619a03a_2127,7,1,48.4747,4687.5,51.61600000000001,11437.5,47619a03a
476398f34_2128,17,4,41.56800000000001,1312.5,44.1013,7406.25,476398f34
476398f34_2129,1,1,52.3947,3843.75,53.2907,5625.0,476398f34
477119234_2130,7,1,5.4133,4687.5,8.5547,11437.5,477119234
477119234_2131,5,1,23.888,4781.25,26.24,10406.25,477119234
477119234_2132,17,4,17.984,1312.5,20.5173,7406.25,477119234
477119234_2133,12,1,20.6667,562.5,23.8027,3281.25,477119234
4793c2ec4_2134,6,1,0.7733,562.5,2.9173,4406.25,4793c2ec4
47a06e99e_2135,23,1,38.5277,7235.1562,44.6113,11283.3984,47a06e99e
47d699532_2136,4,1,55.072,2343.75,56.928,4218.75,47d699532
47dde331d_2137,5,1,39.8293,4781.25,42.1813,10406.25,47dde331d
47dde331d_2138,3,1,29.4133,1031.25,30.1547,2812.5,47dde331d
47dde331d_2139,17,1,0.1067,1312.5,6.56,3937.5,47dde331d
47dde331d_2140,20,1,49.3067,2343.75,52.7467,5718.75,47dde331d
47ff7542e_2141,5,1,17.6,4781.25,19.952,10406.25,47ff7542e
47ff7542e_2142,20,1,27.6213,2343.75,31.0613,5718.75,47ff7542e
47ff7542e_2143,4,1,42.7733,2343.75,44.6293,4218.75,47ff7542e
47ff7542e_2144,18,1,27.9147,3187.5,28.608,5062.5,47ff7542e
47ff9c6bc_2145,11,1,36.0548,1808.7891,37.1926,5684.7656,47ff9c6bc
47ff9c6bc_2146,18,1,33.248000000000005,3187.5,33.9413,5062.5,47ff9c6bc
4804370bf_2147,23,1,46.7418,7235.1562,52.8254,11283.3984,4804370bf
481255be2_2148,0,1,29.0187,5906.25,30.3093,7500.0,481255be2
481255be2_2149,6,1,7.472,562.5,9.616,4406.25,481255be2
483652285_2150,21,1,58.6773,3281.25,59.7707,4125.0,483652285
483652285_2151,13,1,50.0853,93.75,53.9573,1406.25,483652285
484d5de5a_2152,22,1,43.216,10687.5,44.8213,13687.5,484d5de5a
485247827_2153,17,4,39.056,1312.5,41.5893,7406.25,485247827
485247827_2154,8,1,1.7919999999999998,3750.0,5.9147,5531.25,485247827
4897d7721_2155,4,1,32.2933,2343.75,34.1493,4218.75,4897d7721
4897d7721_2156,15,1,32.512,93.75,35.856,1125.0,4897d7721
48993ec06_2157,5,1,19.552,5062.5,22.6613,11250.0,48993ec06
489ecb611_2158,9,1,46.9493,1125.0,49.7547,5250.0,489ecb611
48c67fb9c_2159,22,1,0.2347,10687.5,1.84,13687.5,48c67fb9c
48cdb654a_2160,21,1,36.9867,3281.25,38.08,4125.0,48cdb654a
48cdb654a_2161,12,1,38.4533,562.5,41.5893,3281.25,48cdb654a
48cdb654a_2162,1,1,31.04,3843.75,31.936,5625.0,48cdb654a
48cdb654a_2163,20,1,26.0587,2343.75,29.4987,5718.75,48cdb654a
48ceeeb96_2164,0,1,50.368,5906.25,51.6587,7500.0,48ceeeb96
48ceeeb96_2165,13,1,0.0747,93.75,3.9467,1406.25,48ceeeb96
48ceeeb96_2166,12,1,5.0933,562.5,8.2293,3281.25,48ceeeb96
48ee18cbf_2167,21,1,16.464000000000002,3281.25,17.5573,4125.0,48ee18cbf
48ee18cbf_2168,16,4,23.9947,3093.75,25.8293,4593.75,48ee18cbf
48ee18cbf_2169,21,1,7.3547,3281.25,8.448,4125.0,48ee18cbf
48f2b852c_2170,11,1,56.1807,1808.7891,57.3185,5684.7656,48f2b852c
48fa3d998_2171,8,1,47.0027,3750.0,51.1253,5531.25,48fa3d998
48fa3d998_2172,16,4,15.0987,3093.75,16.9333,4593.75,48fa3d998
48fb5143f_2173,4,1,28.9013,2343.75,30.7573,4218.75,48fb5143f
48fb5143f_2174,4,1,23.0027,2343.75,24.8587,4218.75,48fb5143f
48fb7aa8d_2175,23,1,19.5164,7235.1562,25.6,11283.3984,48fb7aa8d
490f97b89_2176,11,1,16.5965,1808.7891,17.7342,5684.7656,490f97b89
4916ad38a_2177,3,1,48.32,1031.25,49.0613,2812.5,4916ad38a
4916ad38a_2178,7,1,33.504,4687.5,36.6453,11437.5,4916ad38a
4916ad38a_2179,18,1,52.1813,3187.5,52.8747,5062.5,4916ad38a
4916ad38a_2180,21,1,52.32,3281.25,53.4133,4125.0,4916ad38a
4916ad38a_2181,14,1,46.4,2531.25,46.9867,5531.25,4916ad38a
4917f357a_2182,23,1,15.2381,7235.1562,21.3217,11283.3984,4917f357a
492aa511d_2183,23,1,45.3428,7235.1562,51.4264,11283.3984,492aa511d
49384a0a9_2184,11,1,22.6511,1808.7891,23.7888,5684.7656,49384a0a9
49547f036_2185,2,1,56.2827,468.75,58.0587,3000.0,49547f036
49547f036_2186,9,1,49.4027,1125.0,52.208,5250.0,49547f036
49547f036_2187,16,4,43.0187,3093.75,44.8533,4593.75,49547f036
49547f036_2188,17,1,52.1387,1312.5,58.592,3937.5,49547f036
495d39761_2189,10,1,42.5448,947.4609,44.9887,10852.7344,495d39761
4978fb416_2190,18,1,9.2693,3187.5,9.9627,5062.5,4978fb416
49827f38b_2191,4,1,8.576,2343.75,10.432,4218.75,49827f38b
4982fe54d_2192,17,1,50.5387,1312.5,56.992,3937.5,4982fe54d
4982fe54d_2193,17,4,35.7333,1312.5,38.2667,7406.25,4982fe54d
498598789_2194,10,1,3.6165,947.4609,6.0604,10852.7344,498598789
498cf88de_2195,12,1,46.976000000000006,562.5,50.112,3281.25,498cf88de
498cf88de_2196,17,1,52.9867,1312.5,59.44,3937.5,498cf88de
499b189fb_2197,17,1,42.0053,1312.5,48.4587,3937.5,499b189fb
499b189fb_2198,15,1,39.3173,93.75,42.6613,1125.0,499b189fb
499b189fb_2199,17,1,46.6613,1312.5,53.1147,3937.5,499b189fb
499b189fb_2200,15,1,6.768,93.75,10.112,1125.0,499b189fb
499b189fb_2201,11,1,0.2438,1808.7891,1.3816,5684.7656,499b189fb
499f73b37_2202,14,1,11.6,2531.25,12.1867,5531.25,499f73b37
499f73b37_2203,5,1,42.2827,5062.5,45.392,11250.0,499f73b37
49b0f27db_2204,17,4,36.464,1312.5,38.9973,7406.25,49b0f27db
49b0f27db_2205,21,1,24.112,3281.25,25.2053,4125.0,49b0f27db
49b80ec61_2206,7,1,22.9227,4687.5,26.064,11437.5,49b80ec61
49b80ec61_2207,12,1,39.808,562.5,42.944,3281.25,49b80ec61
49b80ec61_2208,8,1,42.8,3750.0,46.9227,5531.25,49b80ec61
49c8a7689_2209,8,1,50.5333,3750.0,54.65600000000001,5531.25,49c8a7689
49cde9c89_2210,3,1,11.7653,1031.25,12.5067,2812.5,49cde9c89
49dd06c3b_2211,23,4,38.1214,6459.9609,46.0452,11627.9297,49dd06c3b
49dd06c3b_2212,7,1,41.1467,4687.5,44.288,11437.5,49dd06c3b
49e90ebed_2213,4,1,45.4293,2343.75,47.2853,4218.75,49e90ebed
49e90ebed_2214,0,1,18.7413,5906.25,20.032,7500.0,49e90ebed
49e90ebed_2215,9,1,48.848,1125.0,51.6533,5250.0,49e90ebed
49e90ebed_2216,12,1,6.064,562.5,9.2,3281.25,49e90ebed
49e90ebed_2217,14,1,34.3947,2531.25,34.9813,5531.25,49e90ebed
49ec0eadc_2218,14,1,22.8373,2531.25,23.424,5531.25,49ec0eadc
49f300e16_2219,6,1,6.1227,562.5,8.2667,4406.25,49f300e16
49f6c4c42_2220,5,1,9.968,4781.25,12.32,10406.25,49f6c4c42
49f6c4c42_2221,6,1,15.7813,562.5,17.9253,4406.25,49f6c4c42
49fb3285a_2222,6,1,4.9707,562.5,7.1147,4406.25,49fb3285a
4a0ca83ec_2223,19,1,56.0587,281.25,57.6107,2812.5,4a0ca83ec
4a172c4d6_2224,19,1,5.6587,281.25,7.2107,2812.5,4a172c4d6
4a172c4d6_2225,18,1,37.9307,3187.5,38.624,5062.5,4a172c4d6
4a172c4d6_2226,1,1,52.65600000000001,3843.75,53.552,5625.0,4a172c4d6
4a220808c_2227,6,1,5.2853,562.5,7.4293,4406.25,4a220808c
4a53528d1_2228,11,1,40.78,1808.7891,41.9178,5684.7656,4a53528d1
4a74bafb7_2229,0,1,47.24800000000001,5906.25,48.5387,7500.0,4a74bafb7
4a74bafb7_2230,19,1,30.944000000000006,281.25,32.496,2812.5,4a74bafb7
4a7fe1b31_2231,7,1,0.016,4687.5,3.1573,11437.5,4a7fe1b31
4a7fe1b31_2232,3,1,6.464,1031.25,7.2053,2812.5,4a7fe1b31
4a7fe1b31_2233,9,1,31.1093,1125.0,33.9147,5250.0,4a7fe1b31
4a899535c_2234,8,1,49.2533,3750.0,53.37600000000001,5531.25,4a899535c
4a899535c_2235,19,1,44.256,281.25,45.808,2812.5,4a899535c
4a8ba0041_2236,23,4,51.4438,6459.9609,59.3676,11627.9297,4a8ba0041
4a8ba0041_2237,3,1,54.096,1031.25,54.8373,2812.5,4a8ba0041
4a8ba0041_2238,15,1,11.744000000000002,93.75,15.088,1125.0,4a8ba0041
4ab0882d2_2239,6,1,8.4213,562.5,10.5653,4406.25,4ab0882d2
4abc9d760_2240,16,4,24.4747,3093.75,26.3093,4593.75,4abc9d760
4abc9d760_2241,13,1,41.3813,93.75,45.2533,1406.25,4abc9d760
4abc9d760_2242,14,1,36.7413,2531.25,37.328,5531.25,4abc9d760
4ac4cf8dd_2243,7,1,45.792,4687.5,48.9333,11437.5,4ac4cf8dd
4ac4cf8dd_2244,3,1,40.9493,1031.25,41.6907,2812.5,4ac4cf8dd
4afa4d4d2_2245,17,4,45.0613,1312.5,47.5947,7406.25,4afa4d4d2
4afa4d4d2_2246,17,4,56.8907,1312.5,59.424,7406.25,4afa4d4d2
4afa4d4d2_2247,12,1,5.1413,562.5,8.2773,3281.25,4afa4d4d2
4afa4d4d2_2248,18,1,23.9627,3187.5,24.656,5062.5,4afa4d4d2
4b279ae50_2249,5,1,28.544,4781.25,30.896,10406.25,4b279ae50
4b3d6e1f4_2250,0,1,16.7413,5906.25,18.032,7500.0,4b3d6e1f4
4b3d6e1f4_2251,5,1,8.607999999999999,4781.25,10.96,10406.25,4b3d6e1f4
4b3e0b984_2252,3,1,24.352,1031.25,25.0933,2812.5,4b3e0b984
4b3e0b984_2253,14,1,44.368,2531.25,44.9547,5531.25,4b3e0b984
4b3e0b984_2254,17,1,26.2453,1312.5,32.6987,3937.5,4b3e0b984
4b3e0b984_2255,4,1,27.3013,2343.75,29.1573,4218.75,4b3e0b984
4b4101adf_2256,17,1,52.432,1312.5,58.8853,3937.5,4b4101adf
4b4101adf_2257,4,1,54.752,2343.75,56.608,4218.75,4b4101adf
4b419f01b_2258,14,1,15.712,2531.25,16.2987,5531.25,4b419f01b
4b4502793_2259,13,1,24.1547,93.75,28.0267,1406.25,4b4502793
4b4502793_2260,15,1,27.3813,93.75,30.7253,1125.0,4b4502793
4b4502793_2261,13,1,27.5147,93.75,31.3867,1406.25,4b4502793
4b49efdc4_2262,21,1,49.4507,3281.25,50.544,4125.0,4b49efdc4
4b49efdc4_2263,7,1,51.8453,4687.5,54.9867,11437.5,4b49efdc4
4b49efdc4_2264,19,1,56.944,281.25,58.496,2812.5,4b49efdc4
4b4f720a7_2265,8,1,16.6293,3750.0,20.752,5531.25,4b4f720a7
4b557883e_2266,10,1,0.2322,947.4609,2.6761,10852.7344,4b557883e
4b5d5bd03_2267,10,1,28.8914,947.4609,31.3353,10852.7344,4b5d5bd03
4b66d8382_2268,22,1,0.2347,10687.5,1.84,13687.5,4b66d8382
4b7da2fb5_2269,17,4,54.2613,1312.5,56.7947,7406.25,4b7da2fb5
4b8081f56_2270,17,1,39.7707,1312.5,46.224,3937.5,4b8081f56
4b83c7e7b_2271,19,1,25.7813,281.25,27.3333,2812.5,4b83c7e7b
4b83c7e7b_2272,7,1,55.88800000000001,4687.5,59.0293,11437.5,4b83c7e7b
4b83c7e7b_2273,1,1,57.61600000000001,3843.75,58.512,5625.0,4b83c7e7b
4b9598a35_2274,21,1,8.4107,3281.25,9.504,4125.0,4b9598a35
4bb6b8a81_2275,0,1,2.9013,5906.25,4.192,7500.0,4bb6b8a81
4bb6b8a81_2276,20,1,3.4667,2343.75,6.9067,5718.75,4bb6b8a81
4bb6b8a81_2277,9,1,2.2507,1125.0,5.056,5250.0,4bb6b8a81
4bb6b8a81_2278,15,1,31.6373,93.75,34.9813,1125.0,4bb6b8a81
4bb6b8a81_2279,17,4,24.1013,1312.5,26.6347,7406.25,4bb6b8a81
4bb6b8a81_2280,13,1,39.0133,93.75,42.8853,1406.25,4bb6b8a81
4bbe6850e_2281,7,1,17.535999999999998,4687.5,20.6773,11437.5,4bbe6850e
4bbe6850e_2282,3,1,10.4907,1031.25,11.232,2812.5,4bbe6850e
4bbe6850e_2283,0,1,0.4107,5906.25,1.7013,7500.0,4bbe6850e
4bbe6850e_2284,5,1,55.0667,4781.25,57.4187,10406.25,4bbe6850e
4bc43c768_2285,3,1,40.0533,1031.25,40.7947,2812.5,4bc43c768
4bc43c768_2286,20,1,19.424,2343.75,22.864,5718.75,4bc43c768
4bca7a973_2287,12,1,31.9307,562.5,35.0667,3281.25,4bca7a973
4bca7a973_2288,6,1,34.3307,562.5,36.352,3187.5,4bca7a973
4bdf40ff5_2289,19,1,8.3147,281.25,9.8667,2812.5,4bdf40ff5
4bdf40ff5_2290,8,1,53.12,3750.0,57.2427,5531.25,4bdf40ff5
4c32a537b_2291,23,4,26.0238,6459.9609,33.9476,11627.9297,4c32a537b
4c46f44a1_2292,3,1,44.9867,1031.25,45.728,2812.5,4c46f44a1
4c46f44a1_2293,20,1,29.4133,2343.75,32.8533,5718.75,4c46f44a1
4c46f44a1_2294,16,4,45.152,3093.75,46.9867,4593.75,4c46f44a1
4c840ed89_2295,14,1,34.111999999999995,2531.25,34.6987,5531.25,4c840ed89
4c840ed89_2296,18,1,29.1413,3187.5,29.8347,5062.5,4c840ed89
4c840ed89_2297,11,1,38.7193,1808.7891,39.8571,5684.7656,4c840ed89
4c840ed89_2298,23,4,27.922,6459.9609,35.8458,11627.9297,4c840ed89
4c840ed89_2299,13,1,27.4933,93.75,31.3653,1406.25,4c840ed89
4c845907b_2300,16,4,40.6133,3093.75,42.448,4593.75,4c845907b
4c845907b_2301,21,1,55.9947,3281.25,57.088,4125.0,4c845907b
4c8d4eda8_2302,17,1,26.624,1312.5,33.0773,3937.5,4c8d4eda8
4c8d4eda8_2303,14,1,43.792,2531.25,44.3787,5531.25,4c8d4eda8
4c8d4eda8_2304,17,1,19.824,1312.5,26.2773,3937.5,4c8d4eda8
4c8d4eda8_2305,20,1,36.7413,2343.75,40.1813,5718.75,4c8d4eda8
4c9651227_2306,3,1,42.4533,1031.25,43.1947,2812.5,4c9651227
4c9651227_2307,16,4,49.456,3093.75,51.2907,4593.75,4c9651227
4cab122a5_2308,10,1,6.461,947.4609,8.9049,10852.7344,4cab122a5
4cb3bd638_2309,4,1,48.7093,2531.25,50.896,4031.25,4cb3bd638
4cb67447d_2310,4,1,31.8027,2343.75,33.6587,4218.75,4cb67447d
4cb67447d_2311,4,1,8.592,2343.75,10.448,4218.75,4cb67447d
4cb67447d_2312,14,1,22.2613,2531.25,22.848000000000006,5531.25,4cb67447d
4cb67447d_2313,16,4,23.136,3093.75,24.9707,4593.75,4cb67447d
4cd27af37_2314,20,1,16.896,2343.75,20.336,5718.75,4cd27af37
4cd27af37_2315,11,1,37.5757,1808.7891,38.7135,5684.7656,4cd27af37
4cd27af37_2316,17,4,23.504,1312.5,26.0373,7406.25,4cd27af37
4ce39f33d_2317,23,1,15.8186,7235.1562,21.9022,11283.3984,4ce39f33d
4cf175c67_2318,6,1,39.0933,562.5,41.2373,4406.25,4cf175c67
4cfc749c3_2319,4,1,55.61600000000001,2343.75,57.472,4218.75,4cfc749c3
4cfc749c3_2320,16,4,37.232,3093.75,39.0667,4593.75,4cfc749c3
4cfc749c3_2321,17,1,27.376,1312.5,33.8293,3937.5,4cfc749c3
4d0220818_2322,14,1,7.6373,2531.25,8.224,5531.25,4d0220818
4d0220818_2323,3,1,22.976,1031.25,23.7173,2812.5,4d0220818
4d031001c_2324,22,1,41.4187,10687.5,43.024,13687.5,4d031001c
4d062b3fb_2325,7,1,49.8133,4687.5,52.9547,11437.5,4d062b3fb
4d062b3fb_2326,6,1,7.3387,562.5,9.4827,4406.25,4d062b3fb
4d12821a0_2327,17,1,0.56,1312.5,7.0133,3937.5,4d12821a0
4d229d15d_2328,0,1,55.6427,5906.25,56.9333,7500.0,4d229d15d
4d229d15d_2329,15,1,56.4053,93.75,59.7493,1125.0,4d229d15d
4d229d15d_2330,5,1,52.6987,4781.25,55.0507,10406.25,4d229d15d
4d229d15d_2331,3,1,16.9867,1031.25,17.727999999999994,2812.5,4d229d15d
4d2d0f5e3_2332,23,4,50.9039,6459.9609,58.8278,11627.9297,4d2d0f5e3
4d2d0f5e3_2333,21,1,0.0427,3281.25,1.136,4125.0,4d2d0f5e3
4d3259d7c_2334,2,1,29.8187,468.75,31.5947,3000.0,4d3259d7c
4d55c368e_2335,12,1,10.5493,562.5,13.6853,3281.25,4d55c368e
4d55c368e_2336,2,1,26.656,468.75,28.432,3000.0,4d55c368e
4d55c368e_2337,2,1,2.2667,468.75,4.0427,3000.0,4d55c368e
4d55c368e_2338,12,1,15.5947,562.5,18.7307,3281.25,4d55c368e
4d55c368e_2339,9,1,2.1653,1125.0,4.9707,5250.0,4d55c368e
4d5d2d2b7_2340,7,1,0.0533,4687.5,3.1947,11437.5,4d5d2d2b7
4d5d2d2b7_2341,17,4,2.9387,1312.5,5.472,7406.25,4d5d2d2b7
4d5e48e68_2342,11,1,6.547999999999999,1808.7891,7.6858,5684.7656,4d5e48e68
4d747a0a8_2343,17,1,4.8853,1312.5,11.3387,3937.5,4d747a0a8
4d747a0a8_2344,18,1,57.2533,3187.5,57.9467,5062.5,4d747a0a8
4d747a0a8_2345,7,1,1.3973,4687.5,4.5387,11437.5,4d747a0a8
4d7a6f31f_2346,15,1,55.4987,93.75,58.8427,1125.0,4d7a6f31f
4d7a6f31f_2347,14,1,35.9573,2531.25,36.544,5531.25,4d7a6f31f
4da0f1bdd_2348,18,1,23.9147,3187.5,24.608,5062.5,4da0f1bdd
4da0f1bdd_2349,12,1,17.6107,562.5,20.7467,3281.25,4da0f1bdd
4da0f1bdd_2350,16,4,25.1307,3093.75,26.9653,4593.75,4da0f1bdd
4da0f1bdd_2351,8,1,14.9867,3750.0,19.1093,5531.25,4da0f1bdd
4da2221c8_2352,12,1,50.3893,562.5,53.5253,3281.25,4da2221c8
4da2221c8_2353,7,1,50.9173,4687.5,54.0587,11437.5,4da2221c8
4db5f22a5_2354,20,1,30.144,2343.75,33.584,5718.75,4db5f22a5
4ddebf17c_2355,14,1,48.1227,2531.25,48.7093,5531.25,4ddebf17c
4ddebf17c_2356,10,1,20.5787,947.4609,23.0226,10852.7344,4ddebf17c
4ddebf17c_2357,4,1,30.1227,2343.75,31.9787,4218.75,4ddebf17c
4de8a9cc1_2358,7,1,54.9547,4687.5,58.096,11437.5,4de8a9cc1
4de8a9cc1_2359,4,1,10.656,2343.75,12.512,4218.75,4de8a9cc1
4de8a9cc1_2360,1,1,11.0293,3843.75,11.9253,5625.0,4de8a9cc1
4df50c66e_2361,18,1,20.1387,3187.5,20.832,5062.5,4df50c66e
4df74f5a7_2362,22,1,50.8107,10687.5,52.416,13687.5,4df74f5a7
4e00f9050_2363,8,1,3.776,3750.0,7.8987,5531.25,4e00f9050
4e00f9050_2364,7,1,19.5093,4687.5,22.6507,11437.5,4e00f9050
4e10c7700_2365,16,4,30.8907,3093.75,32.7253,4593.75,4e10c7700
4e1727734_2366,3,1,35.6053,1031.25,36.3467,2812.5,4e1727734
4e1727734_2367,21,1,48.288,3281.25,49.3813,4125.0,4e1727734
4e1aa655d_2368,14,1,45.4667,2531.25,46.0533,5531.25,4e1aa655d
4e1d6ff44_2369,23,1,29.9073,7235.1562,35.9909,11283.3984,4e1d6ff44
4e2bafe4d_2370,17,4,45.0187,1312.5,47.552,7406.25,4e2bafe4d
4e2bafe4d_2371,13,1,28.3307,93.75,32.2027,1406.25,4e2bafe4d
4e30c7c49_2372,19,1,28.1653,281.25,29.7173,2812.5,4e30c7c49
4e409cc7f_2373,8,1,12.175999999999998,3750.0,16.2987,5531.25,4e409cc7f
4e409cc7f_2374,7,1,6.2187,4687.5,9.36,11437.5,4e409cc7f
4e409cc7f_2375,5,1,6.1973,4781.25,8.5493,10406.25,4e409cc7f
4e42ae05a_2376,22,1,43.2213,10687.5,44.8267,13687.5,4e42ae05a
4e49040df_2377,22,1,34.4907,10687.5,36.096,13687.5,4e49040df
4e4b91331_2378,22,1,34.0533,10687.5,35.6587,13687.5,4e4b91331
4e5702ed7_2379,8,1,16.96,3750.0,21.0827,5531.25,4e5702ed7
4e5702ed7_2380,7,1,37.584,4687.5,40.7253,11437.5,4e5702ed7
4e5702ed7_2381,19,1,13.6587,281.25,15.2107,2812.5,4e5702ed7
4e5702ed7_2382,19,1,19.5733,281.25,21.1253,2812.5,4e5702ed7
4e5702ed7_2383,14,1,34.656,2531.25,35.2427,5531.25,4e5702ed7
4e5702ed7_2384,8,1,49.3707,3750.0,53.4933,5531.25,4e5702ed7
4e81d0ef8_2385,3,1,9.2053,1031.25,9.9467,2812.5,4e81d0ef8
4e81d0ef8_2386,11,1,20.9328,1808.7891,22.0706,5684.7656,4e81d0ef8
4e8ce4ee5_2387,23,1,39.5958,7235.1562,45.6795,11283.3984,4e8ce4ee5
4e9184d63_2388,16,4,0.5493,3093.75,2.384,4593.75,4e9184d63
4ec63cd74_2389,15,1,46.0853,93.75,49.4293,1125.0,4ec63cd74
4ec63cd74_2390,21,1,25.6853,3281.25,26.7787,4125.0,4ec63cd74
4ec63cd74_2391,18,1,37.1947,3187.5,37.88800000000001,5062.5,4ec63cd74
4ec63cd74_2392,1,1,55.984,3843.75,56.88,5625.0,4ec63cd74
4ee00853d_2393,20,1,22.928,2343.75,26.368,5718.75,4ee00853d
4ef096b89_2394,7,1,45.7707,4687.5,48.912,11437.5,4ef096b89
4ef096b89_2395,8,1,9.6107,3750.0,13.7333,5531.25,4ef096b89
4efa1757c_2396,15,1,38.352,93.75,41.69600000000001,1125.0,4efa1757c
4efa1757c_2397,4,1,32.2987,2343.75,34.1547,4218.75,4efa1757c
4efa1757c_2398,1,1,13.4773,3843.75,14.3733,5625.0,4efa1757c
4efa1757c_2399,17,1,23.3333,1312.5,29.7867,3937.5,4efa1757c
4efa1757c_2400,5,1,0.0213,4781.25,2.3733,10406.25,4efa1757c
4efa1757c_2401,21,1,23.6373,3281.25,24.7307,4125.0,4efa1757c
4f0921393_2402,22,1,43.2107,10687.5,44.816,13687.5,4f0921393
4f1e24bce_2403,10,1,51.5193,947.4609,53.9632,10852.7344,4f1e24bce
4f32e4c9e_2404,10,1,25.7683,947.4609,28.2122,10852.7344,4f32e4c9e
4f34bb652_2405,19,1,2.9067,281.25,4.4587,2812.5,4f34bb652
4f3506d8b_2406,23,1,4.2957,7235.1562,10.3793,11283.3984,4f3506d8b
4f48cc187_2407,17,1,34.4373,1312.5,40.8907,3937.5,4f48cc187
4f48cc187_2408,2,1,38.08,468.75,39.856,3000.0,4f48cc187
4f48cc187_2409,12,1,0.2293,562.5,3.3653,3281.25,4f48cc187
4f60f210c_2410,6,1,8.6507,562.5,10.7947,4406.25,4f60f210c
4f6a6541e_2411,11,1,28.189,1808.7891,29.3268,5684.7656,4f6a6541e
4f7dd34b6_2412,9,1,24.1653,1125.0,26.9707,5250.0,4f7dd34b6
4f8277098_2413,19,1,35.1787,281.25,36.7307,2812.5,4f8277098
4f8dbcfc9_2414,1,1,29.232,3843.75,30.128,5625.0,4f8dbcfc9
4f8dbcfc9_2415,1,1,29.696,3843.75,30.592,5625.0,4f8dbcfc9
